Month,Min_Open,Max_Open,Min_Close,Max_Close,Min_High,Max_High,Min_Low,Max_Low,Min_Volume,Max_Volume
Apr-05,4.503252983,5.578077793,4.505506039,5.593843937,4.578328133,5.62412405,4.500501156,5.462712765,204459336,1326875796
Apr-06,9.747998238,11.23373413,9.752251625,11.02352428,9.821572304,11.27927876,9.707958221,10.92392445,240439320,901149948
Apr-07,11.45545483,12.27527523,11.47472477,12.07407379,11.47472477,12.32482529,11.31431389,12.06256294,108207684,485973540
Apr-08,11.12112141,14.06931877,11.18218231,14.37162209,11.44769764,14.63613605,11.03603554,13.97572613,153550296,728694576
Apr-09,8.603102684,9.903903961,8.861110687,9.909158707,8.889889717,10.10385418,8.523774147,9.879879951,91532376,428802768
Apr-10,13.23698711,14.81906891,13.15565586,14.89739704,13.38413429,14.96096134,13.0387888,14.72197247,75983940,488930580
Apr-11,13.14439392,14.83983994,13.051301,14.80980968,13.18368435,14.89464474,12.98798847,14.73373413,65166768,561186252
Apr-12,14.83733654,16.20495415,14.91641617,16.29154205,14.97622585,16.34484482,14.76976967,16.02252388,65038896,326045628
Apr-13,19.24824715,20.49549484,19.1669178,20.63488579,19.50825882,20.71171188,19.05055046,20.46246147,65402532,231895872
Apr-14,26.19449997,28.92749977,26.14900017,28.57500076,26.29500008,29.41500092,25.54999924,28.30050087,39114000,112294000
Apr-15,26.6875,29.00250053,26.63699913,28.68300056,26.98999977,29.23500061,26.45000076,28.41749954,26104000,92168000
Apr-16,35.20600128,39.52500153,35.25299835,39.38399887,35.60549927,39.54750061,35.15999985,38.88050079,23434000,140798000
Apr-17,41.92300034,46.45000076,41.99399948,46.22600174,42.18600082,46.79499817,41.72999954,46.1609993,18724000,76918000
Apr-18,49.91149902,54.21350098,50.49750137,54.47249985,51.25,54.87549973,49.71250153,53.60499954,25410000,128220000
Apr-19,59.3769989,64.02549744,59.94800186,64.80999756,60.00999832,64.84850311,59.15000153,63.58549881,15510000,133178000
Apr-20,55,67.25,54.63499832,67.33499908,55.9394989,68.00749969,53.75400162,66.33650208,34202000,108358000
Apr-21,104.6125031,119.625,106.4889984,119.6380005,106.7874985,121.5690002,104.5715027,118.6924973,21002000,81106000
Apr-22,114.4694977,142.8690033,114.1094971,142.9714966,117.2419968,143.7120056,112.7365036,140.3825073,20808000,91820000
Apr-23,102.3899994,107.0400009,103.7099991,108.8700027,104.5299988,109.1699982,101.9300003,106.8399963,20905700,53347600
Apr-24,150.0299988,174.3699951,150.5299988,171.9499969,153.4199982,174.7100067,149.6000061,169.6499939,19883000,64665300
Aug-04,2.502502918,2.783783913,2.511010885,2.737737894,2.59534502,2.839839935,2.401401043,2.728979111,98357544,893181924
Aug-05,6.90465498,7.457457066,6.857107162,7.487236977,7.000501156,7.500501156,6.840590954,7.397397041,150061788,474437088
Aug-06,9.133633614,9.669419289,9.189940453,9.702703476,9.387638092,9.759759903,9.093092918,9.607607841,98569332,283628088
Aug-07,12.31281281,13.03303337,12.30029964,13.15765762,12.42317295,13.18368435,12.02352428,12.94019032,92910996,345478176
