Month,Min_Open,Max_Open,Min_Close,Max_Close,Min_High,Max_High,Min_Low,Max_Low,Min_Volume,Max_Volume
Apr-1986,0.094618,0.118055999,0.094618,0.118055999,0.095486,0.121962003,0.092882,0.116319001,9302400,85795200
Apr-1987,0.321180999,0.368923992,0.315972,0.368923992,0.331597,0.378472,0.314235985,0.358507007,43372800,259430400
Apr-1988,0.369792014,0.40625,0.368055999,0.403645992,0.381944001,0.407985985,0.366319001,0.397569001,23385600,114220800
Apr-1989,0.331597,0.388889015,0.334201008,0.388889015,0.348957986,0.392360985,0.329860985,0.381944001,19641600,168969600
Apr-1990,0.762153029,0.855903029,0.774305999,0.861110985,0.780381978,0.875,0.758680999,0.835069001,31176000,97797600
Apr-1991,1.357638955,1.583333015,1.357638955,1.579861045,1.378471971,1.631943941,1.333333015,1.565971971,46526400,176731200
Apr-1992,2.28125,2.6875,2.270833015,2.684895992,2.322916985,2.692708015,2.229166985,2.645833015,40123200,226118400
Apr-1993,2.515625,2.890625,2.511718988,2.90625,2.578125,2.960937977,2.492187977,2.890625,38592000,109152000
Apr-1994,2.578125,2.976562977,2.59375,2.966797113,2.664062977,2.976562977,2.5625,2.9375,35241600,291273600
Apr-1995,4.34375,4.984375,4.351562977,5.109375,4.414062977,5.132812977,4.296875,4.945312977,32814400,187913600
Apr-1996,6.3125,7.085937977,6.320312977,7.09375,6.351562977,7.117187977,6.226562977,7.023437977,28441600,169492800
Apr-1997,11.265625,14.828125,11.5,15.1875,11.703125,15.328125,11.21875,14.796875,42710400,231764000
Apr-1998,21.6875,24.3125,21.8125,24.71875,22.25,24.78125,21.65625,23.90625,28476800,80154000
Apr-1999,41.0625,47.59375,40.5,47.46875,41.25,47.8125,39.9375,46.75,31816800,108459400
Apr-2000,33.625,47.21875,33.3125,45.4375,34,48.25,32.5,45,52387400,313645800
Apr-2001,26.6875,35.15000153,25.96875,34.84500122,27.5,35.54999924,25.53125,34.25,56295600,192919600
Apr-2002,25.73500061,29.91500092,25.75,30.19000053,26.45499992,30.20000076,25.71999931,29.60000038,47010000,104268600
Apr-2003,24.27000046,26.22999954,24.20000076,25.79999924,24.70000076,26.43000031,23.95000076,25.68000031,41557800,86178700
Apr-2004,24.95000076,27.45000076,25.07999992,27.54000092,25.11000061,27.71999931,24.85000038,27.34000015,38786800,258269000
Apr-2005,24.11000061,25.22999954,24.12000084,25.31999969,24.26000023,25.45000076,23.94000053,24.98999977,47732800,100251600
Apr-2006,24.22999954,27.87999916,24.14999962,27.73999977,24.5,27.94000053,24,27.63999939,28160000,591052200
Apr-2007,27.86000061,30.17000008,27.73999977,30.12000084,27.93000031,30.73999977,27.55999947,30,30131200,128298800
Apr-2008,28.12000084,31.62999916,28.05999947,31.79999924,28.30999947,32.09999847,27.93000031,31.15999985,34310000,145194900
Apr-2009,18.22999954,20.60000038,18.61000061,20.90999985,18.76000023,21.20000076,18.18000031,20.28000069,44444700,168478500
Apr-2010,29.12999916,31.32999992,29.15999985,31.38999939,29.43000031,31.57999992,28.62000084,31.22999954,34331200,126766600
